trial_id,timestamp,world,planner,controller,start_x,start_y,start_yaw,goal_x,goal_y,goal_yaw,euclidean_distance,path_length,smoothness,turn_count,path_efficiency,ideal_travel_time,actual_travel_time,inefficiency_factor,goal_error_position,goal_error_yaw,uncertainty_trace,navigation_succeeded
1776349192522,1776349216.4537406,world1,navfn,rpp,0.0003581691235134053,1.391552846941392e-19,0.11176818383060819,2.2,8.4,-1.6883064272250907,8.68322659983843,10.811451013412995,0.06223228145079041,14,0.8031508989002283,21.62290202682599,23.9291672706604,1.1066584513481674,0.21564223295563575,1.7456547357303818,0.047214673030523666,1
1776349319672,1776349353.4517524,world1,navfn,rpp,2.282870890591425,8.330903177265053,-1.5425748951206268,3.28,-5.6,0.019801352484495747,13.966543229989426,15.372945315957564,0.01750705410706641,8,0.9085144676532316,30.745890631915127,33.778751611709595,1.0986428077853847,0.24502648865720666,1.4458615345535983,0.054295293603338866,1
1776349367544,1776349393.4516342,world1,navfn,rpp,3.26395652432983,-5.481095159821636,0.12272692680963697,-4.0,2.65,0.019801352484495747,10.903200121314326,11.479788496627327,0.012998823377508998,1,0.9497736064142298,22.959576993254654,25.906914234161377,1.128370711785005,0.27676125331617635,2.4625361603769345,0.031967348195036785,1
1776349440355,1776349456.442278,world1,navfn,rpp,-3.895641879167586,2.5531693330730265,0.09845922977372817,-4.0,9.0,0.019801352484495747,6.447675260542653,6.670471457321286,0.036163779318356605,7,0.9665996326940131,13.340942914642572,16.086585998535156,1.2058057741090444,0.24946332752357886,1.3878070376185752,0.042299695382982345,1
1776349481033,1776349522.9420726,world1,navfn,rpp,-4.019607053684566,8.854293191738702,-0.1208817651292268,5.7,-8.0,0.019801352484495747,19.45605202170071,19.505436915910398,0.003507211581378487,2,0.9974681472441458,39.010873831820795,41.90774750709534,1.0742581078230447,0.252846224962922,1.0439693650304998,0.035737223834201005,1
1776349649237,1776349672.7026896,world1,theta_star,rpp,0.0006457271592181675,7.581415653641975e-18,0.11430447811227311,2.1900001255422827,8.387000282749534,-1.6883064272250907,8.668047440142448,10.882860409345572,0.03856345796071601,11,0.7964861363744802,21.765720818691143,23.46431541442871,1.0780398963069908,0.2888592847104254,1.526072914625763,0.04862107687450546,1
1776349688270,1776349721.7025156,world1,theta_star,rpp,2.2939683730320284,8.35805690363954,-1.520862250583607,3.29000014193356,-5.612999925866722,0.019801352484495747,14.006516633979865,15.425694626740642,0.0295149678788066,12,0.9079990867769019,30.851389253481283,33.43169355392456,1.0836365675219022,0.294627588443182,1.5005162105819947,0.060318849682458375,1
1776349740788,1776349766.7024317,world1,theta_star,rpp,3.245654060540555,-5.474755821685572,0.22616133593472967,-4.009999966844917,2.6370001970678576,0.019801352484495747,10.883248645183913,11.465293494378292,0.035546733965479325,6,0.9492341954019957,22.930586988756584,25.913111925125122,1.1300675354639174,0.2609587047441846,2.448838020704124,0.03263216346818403,1
1776349782539,1776349798.202964,world1,theta_star,rpp,-3.8896855771777146,2.54059540190109,0.12282224964616896,-4.009999966844917,8.987000291690231,0.019801352484495747,6.447527553679654,6.5651563930043,0.007694890640809625,1,0.9820828580032017,13.1303127860086,15.663269996643066,1.1929091295778982,0.27949669694084667,1.561131302928951,0.031101020449982072,1
1776349814744,1776349856.2034643,world1,theta_star,rpp,-4.010601110630211,8.864521396638693,-0.16093374323552506,5.690000177696347,-8.01299996162951,0.019801352484495747,19.46669958040865,19.535942796913435,0.018592780499890306,6,0.9964555989324598,39.07188559382687,41.45808696746826,1.0610720813028383,0.2899558256247308,0.9112646873189265,0.036572252465080356,1
1776357308088,1776357332.1458418,world1,smac,rpp,-0.0005145705026472065,-2.781681134580484e-18,0.13746303547503605,2.1999998395889975,8.39999894779919,-1.7453292051898401,8.683446665469218,11.26302185286999,0.11900976312687986,5,0.7709695301049729,22.52604370573998,24.054682970046997,1.067860973914274,0.22437487568085554,1.3657050313174892,0.04646026842746824,1
1776357363318,1776357397.143163,world1,smac,rpp,2.333639084212729,8.407233401823724,-1.537923783114231,3.2800001608580374,-5.60000011640787,0.0,14.039166290120646,15.52285698499886,0.04180845543995522,7,0.9044189676995646,31.04571396999772,33.82485628128052,1.0895177451537605,0.201657231404922,1.2371729412943744,0.07279355560163257,1
1776357427432,1776357454.144005,world1,smac,rpp,3.2280564069613216,-5.45909253131396,0.10159968394881685,-4.000000062063336,2.6500003879964424,0.0,10.862881215102156,11.845242851072545,0.09432613993487986,8,0.9170669906627167,23.69048570214509,26.7115261554718,1.1275212543680844,0.1903835627628533,2.4443020029523828,0.033074162517973606,1
1776357478904,1776357495.6430879,world1,smac,rpp,-3.889267670173319,2.549359884719784,0.02114715245574521,-4.000000062063336,8.999998956739887,0.0,6.4515894243268495,6.881000120651407,0.09443854418551535,7,0.9375947262323392,13.762000241302815,16.738168478012085,1.2162598593609328,0.22653650618027124,1.085541962005757,0.0325697277967172,1
1776357521431,1776357564.1440933,world1,smac,rpp,-4.076771760531568,8.879472295883348,-0.25446126453971957,5.699999891743062,-8.000000342905523,0.0,19.506456892637956,19.741810903737225,0.017562590296745055,4,0.9880783980635376,39.48362180747445,42.71204900741577,1.0817662375473915,0.2090876568518231,0.8768985385330704,0.04182322409573344,1
1776357706430,1776357729.1324906,world1,navfn,dwb,0.07985963803412188,0.004429296681567339,0.11495570195706271,2.2,8.4,-1.6883064272250907,8.659134055369252,10.811451013412995,0.06223228145079041,14,0.8009224705015527,21.62290202682599,22.701033353805542,1.0498606211896069,0.22954047255569265,1.2309761558494756,0.04993231428343096,1
1776357758927,1776357789.6328108,world1,navfn,dwb,2.430311970148593,8.36782701392829,-1.9093266467014745,3.28,-5.6,0.019801352484495747,13.993647174310835,12.916148451646283,0.019590179089668744,7,1.0834226028524172,25.832296903292566,30.704067945480347,1.1885922518011485,0.27143845936795324,1.453109606614764,0.054564126141621566,1
1776357815343,1776357840.6329331,world1,navfn,dwb,3.2444594826773834,-5.366606027488055,-0.15586465454490844,-4.0,2.65,0.019801352484495747,10.805006496810268,11.34216231955971,0.013164515848199679,1,0.952640792150972,22.68432463911942,25.288781881332397,1.1148130827629559,0.22719676404175307,2.120608028651794,0.044533611165444804,1
1776357859745,1776357874.632686,world1,navfn,dwb,-3.845437578319172,2.5223322263962547,0.4034043401244809,-4.0,9.0,0.019801352484495747,6.47951150376171,6.734046750066171,0.038120871804012704,8,0.962201740535591,13.468093500132342,14.88613510131836,1.1052889632205243,0.24570149470844677,1.5074246023214588,0.030488445624241516,1
1776357922519,1776357963.1333666,world1,navfn,dwb,-3.9780723660633277,8.781364118106291,0.20646271771313182,5.7,-8.0,0.019801352484495747,19.372126016192023,19.42033051165333,0.0036514486237816234,2,0.9975178334152254,38.84066102330666,40.6128613948822,1.0456274513585677,0.26988446082371575,1.1052478790830136,0.04028571153565941,1
1776358213638,1776358236.4905517,world1,theta_star,dwb,0.0778270844171574,0.004082194307012472,0.10985581153772064,2.1900001255422827,8.387000282749534,-1.6883064272250907,8.644917040272428,10.882860409345572,0.03856345796071601,11,0.7943607392821719,21.765720818691143,22.851531505584717,1.0498862728203857,0.24971396558118267,1.0593278169876825,0.04308843504115801,1
1776358255720,1776358286.490735,world1,theta_star,dwb,2.4328661138820897,8.383847078873973,-1.886356866652882,3.29000014193356,-5.612999925866722,0.019801352484495747,14.023066883394742,12.554180886281122,0.012328130127008596,4,1.1170037305037384,25.108361772562244,30.769768953323364,1.2254789552597476,0.24718901610606445,1.4543046370486379,0.061694370544425024,1
